orth	charde	charad	cat	lem	pag	linea
Ἀλλὰ	447	451	c	Ἀλλὰ	3.877	1
περὶ	452	456	d	περί	3.877	1
μὲν	457	460	d	μέν	3.877	1
τῶν	461	464	l	ὁ	3.877	1
ἄλλων	465	470	p	ἄλλος	3.877	1
ζώων	471	475	v	ζώω	3.877	1
εἴη	476	479	v	εἰμί	3.877	1
ποτε	480	484	d	ποτέ	3.877	1
καὶ	555	558	d	καί	3.877	2
αὖθις	559	564	d	αὖθις	3.877	2
ἡμῖν	565	569	p	ἐγώ	3.877	2
διελθεῖν	570	578	v	διέρχομαι	3.877	2
.	578	579	u	.	3.877	2
ὁ	580	581	l	ὁ	3.877	2
δ	582	583	n	δέ	3.877	2
ἄνθρωπος	585	593	n	ἄνθρωπος	3.877	2
ἐπὶ	595	598	r	ἐπί	3.877	2
τοῦτον	599	605	a	οὗτος	3.877	2
γὰρ	606	609	d	γάρ	3.877	2
ἰέναι	680	685	v	εἶμι	3.877	3
χρὴ	686	689	v	χρή	3.877	3
πάλιν	690	695	d	πάλιν	3.877	3
ἕνα	697	700	n	εἷς	3.877	3
καθ	701	704	d	κατά	3.877	3
ἑκάτερον	706	714	a	ἑκάτερος	3.877	3
μέρος	715	720	n	μέρος	3.877	3
ἔφυσε	721	726	v	φύω	3.877	3
κυνόδοντα	727	736	v	κυνόδους	3.877	3
καίτοι	808	814	d	καίτοι	3.877	4
τῶν	815	818	d	ὁ	3.877	4
λεόντων	819	826	n	λέων	3.877	4
καὶ	828	831	d	καί	3.877	4
λύκων	832	837	n	λύκος	3.877	4
καὶ	839	842	d	καί	3.877	4
κυνῶν	843	848	n	κύων	3.877	4
πολλοὺς	849	856	a	πολύς	3.877	4
ἑκατέρωθεν	857	867	d	ἑκατέρωθεν	3.877	4
ἐχόντων	938	945	v	ἔχω	3.877	5
.	945	946	u	.	3.877	5
ἀλλὰ	947	951	d	ἀλλά	3.877	5
γὰρ	952	955	d	γάρ	3.877	5
ἐνταῦθα	956	963	d	ἐνταῦθα	3.877	5
πάλιν	964	969	d	πάλιν	3.877	5
ἠπίστατο	970	978	d	ἐπίσταμαι	3.877	5
σαφῶς	979	984	d	σαφής	3.877	5
ἡ	1055	1056	d	ὁ	3.877	6
φύσις	1057	1062	n	φύσις	3.877	6
ἥμερον	1063	1069	d	ἥμερος	3.877	6
καὶ	1070	1073	d	καί	3.877	6
πολιτικὸν	1074	1083	a	πολιτικός	3.877	6
ζῶον	1084	1088	n	ζῷον	3.877	6
διαπλάττουσα	1089	1101	v	διαπλάσσω	3.877	6
τὴν	1103	1106	l	ὁ	3.877	6
ἀλκὴν	1107	1112	n	ἀλκή	3.877	6
οὐκ	1183	1186	d	οὐ	3.877	7
ἐκ	1187	1189	d	ἐκ	3.877	7
τῆς	1190	1193	l	ὁ	3.877	7
