orth	charde	charad	cat	lem	pag	linea
οὐδὲν	542	547	p	οὐδείς	11.440	9
γὰρ	548	551	d	γάρ	11.440	9
ἀποδείξαντες	552	564	v	ἀποδείκνυμι	11.440	9
ἰδίᾳ	565	569	a	ἴδιος	11.440	9
περὶ	570	574	d	περί	11.440	9
τῶν	649	652	p	ὁ	11.440	10
κολληθησομένων	653	667	v	κολλάω	11.440	10
ἢ	669	670	d	ἤ	11.440	10
σαρκωθησομένων	671	685	v	σαρκόω	11.440	10
ἢ	687	688	v	ἤ	11.440	10
ἐπουλωθησομένων	689	704	v	ἐπουλόω	11.440	10
ἑλκῶν	779	784	v	ἕλκος	11.440	11
ἐξ	785	787	v	ἐκ	11.440	11
ἐπαγωγῆς	788	796	v	ἐπαγωγή	11.440	11
συλλογίζονται	797	810	v	συλλογίζομαι	11.440	11
τὰ	812	814	p	ὁ	11.440	11
στύφοντα	815	823	v	στύφος	11.440	11
πάντα	824	829	a	πᾶς	11.440	11
φάσκοντες	904	913	v	φάσκω	11.440	12
ἑλκῶν	914	919	v	ἕλκος	11.440	12
εἶναι	920	925	v	εἰμί	11.440	12
κολλητικά	926	935	a	κολλητικός	11.440	12
.	935	936	u	.	11.440	12
χρὴ	937	940	v	χρή	11.440	12
δ	941	942	-	δέ	11.440	12
οὐκ	944	947	d	οὐ	11.440	12
ἐξ	948	950	r	ἐκ	11.440	12
ἐπαγωγῆς	951	959	d	ἐπαγωγή	11.440	12
ἀλλὰ	1035	1039	d	ἀλλά	11.440	13
δι	1040	1042	d	διά	11.440	13
ἀποδείξεως	1044	1054	n	ἀπόδειξις	11.440	13
ἐν	1055	1057	d	ἐν	11.440	13
τῷ	1058	1060	d	ὁ	11.440	13
καθόλου	1061	1068	d	καθόλου	11.440	13
τὰ	1069	1071	p	ὁ	11.440	13
τοιαῦτα	1072	1079	p	τοιοῦτος	11.440	13
λαμβάνεσθαι	1080	1091	v	λαμβάνω	11.440	13
καθάπερ	1167	1174	d	καθά	11.440	14
ἡμεῖς	1175	1180	p	ἐγώ	11.440	14
ἐν	1181	1183	d	ἐν	11.440	14
τοῖς	1184	1188	p	ὁ	11.440	14
τῆς	1189	1192	l	ὁ	11.440	14
θεραπευτικῆς	1193	1205	a	θεραπευτικός	11.440	14
μεθόδου	1206	1213	d	μέθοδος	11.440	14
ποιήσομεν	1214	1223	v	ποιέω	11.440	14
ὑπομνήμασιν	1298	1309	d	ὑπόμνημα	11.440	15
ἀλλ	1311	1314	d	ἀλλά	11.440	15
ἁπλῶς	1316	1321	d	ἁπλῶς	11.440	15
γε	1322	1324	d	γέ	11.440	15
οὕτως	1325	1330	d	οὕτως	11.440	15
ῥηθὲν	1331	1336	v	ἐρῶ	11.440	15
ὁτιοῦν	1337	1343	d	ὁτιοῦν	11.440	15
τῶν	1344	1347	d	ὁ	11.440	15
τοιούτων	1348	1356	p	τοιοῦτος	11.440	15
οὐ	1431	1433	d	οὐ	11.440	16
μόνον	1434	1439	a	μόνος	11.440	16
ἀναπόδεικτον	1440	1452	a	ἀναπόδεικτος	11.440	16
ἀλλὰ	1454	1458	d	ἀλλά	11.440	16
καὶ	1459	1462	d	καί	11.440	16
ψεῦδός	1463	1469	v	ψεῦδος	11.440	16
