orth	charde	charad	cat	lem	pag	linea
Κωματώδεες	568	578	n	Κωματώδης	17a.665	12
ἐπὶ	579	582	r	ἐπί	17a.665	12
πολὺ	583	587	a	πολύς	17a.665	12
καὶ	588	591	d	καί	17a.665	12
πάλιν	592	597	d	πάλιν	17a.665	12
ἄγρυπνοι	598	606	a	ἄγρυπνος	17a.665	12
.	606	607	u	.	17a.665	12
τὸ	796	798	l	ὁ	17a.665	14
μὲν	799	802	d	μέν	17a.665	14
ἄμικτον	803	810	n	ἄμικτος	17a.665	14
ἀγρυπνίᾳ	811	819	n	ἀγρυπνία	17a.665	14
κῶμα	820	824	n	κῶμα	17a.665	14
δι	825	827	n	διά	17a.665	14
ὑγρότητα	829	837	n	ὑγρότης	17a.665	14
καὶ	838	841	d	καί	17a.665	14
ψύξιν	918	923	n	ψύξις	17a.665	15
ἔμαθες	924	930	n	μανθάνω	17a.665	15
ἐγκεφάλου	931	940	n	ἐγκέφαλος	17a.665	15
γίνεσθαι	941	949	v	γίγνομαι	17a.665	15
τὴν	951	954	n	ὁ	17a.665	15
δ	955	956	n	δέ	17a.665	15
ἄμικτον	958	965	n	ἄμικτος	17a.665	15
ἀγρυπνίαν	966	975	n	ἀγρυπνία	17a.665	15
κώματι	1052	1058	n	κῶμα	17a.665	16
διὰ	1059	1062	n	διά	17a.665	16
ξηρότητα	1063	1071	n	ξηρότης	17a.665	16
καὶ	1072	1075	d	καί	17a.665	16
θερμότητα	1076	1085	n	θερμότης	17a.665	16
.	1085	1086	u	.	17a.665	16
νῦν	1087	1090	d	νῦν	17a.665	16
οὖν	1091	1094	d	οὖν	17a.665	16
αὐξηθέντων	1095	1105	v	αὐξάνω	17a.665	16
τῶν	1182	1185	l	ὁ	17a.665	17
χυμῶν	1186	1191	n	χυμός	17a.665	17
ὑγρότητα	1193	1201	n	ὑγρότης	17a.665	17
μὲν	1202	1205	d	μέν	17a.665	17
ἐπιπολοῦσαν	1206	1217	v	ἐπιπολέω	17a.665	17
ἐχόντων	1218	1225	v	ἔχω	17a.665	17
οὐ	1227	1229	d	οὐ	17a.665	17
μὲν	1306	1309	d	μέν	17a.665	18
δή	1310	1312	d	δή	17a.665	18
γε	1313	1315	d	γε	17a.665	18
δριμεῖαν	1316	1324	a	δριμύς	17a.665	18
ἅπασαν	1325	1331	a	ἅπας	17a.665	18
.	1331	1332	u	.	17a.665	18
ἡ	1333	1334	l	ὁ	17a.665	18
μὲν	1335	1338	d	μέν	17a.665	18
ὑγρότης	1339	1346	n	ὑγρότης	17a.665	18
τὴν	1347	1350	l	ὁ	17a.665	18
κωματώδη	1351	1359	a	κωματώδης	17a.665	18
διάθεσιν	1493	1501	n	διάθεσις	17a.666	1
ἡ	1503	1504	l	ὁ	17a.666	1
δ	1505	1506	n	δέ	17a.666	1
ἐκ	1508	1510	n	ἐκ	17a.666	1
τοῦ	1511	1514	l	ὁ	17a.666	1
σήπεσθαι	1515	1523	v	σήπω	17a.666	1
δριμύτης	1524	1532	n	δριμύτης	17a.666	1
τὴν	1533	1536	l	ὁ	17a.666	1
ἀγρυπνίαν	1537	1546	n	ἀγρυπνία	17a.666	1
εἰργάσατο	1621	1630	v	ἐργάζομαι	17a.666	2
τῶν	1632	1635	l	ὁ	17a.666	2
ἐναντίων	1636	1644	a	ἐναντίος	17a.666	2
συμπτωμάτων	1645	1656	n	σύμπτωμα	17a.666	2
ἐπ	1657	1659	a	ἐπί	17a.666	2
ἐναντίοις	1661	1670	a	ἐναντίος	17a.666	2
αἰτίοις	1671	1678	a	αἴτιος	17a.666	2
εὐλόγως	1753	1760	d	εὔλογος	17a.666	3
γινομένων	1761	1770	v	γίγνομαι	17a.666	3
.	1770	1771	u	.	17a.666	3
