orth	charde	charad	cat	lem	pag	linea
Νυνὶ	448	452	n	Νυνί	5.348	13
μέντοι	453	459	d	μέντοι	5.348	13
κατὰ	460	464	r	κατά	5.348	13
τοῦτο	465	470	p	οὗτος	5.348	13
τὸ	471	473	p	ὁ	5.348	13
βιβλίον	474	481	n	βιβλίον	5.348	13
ἐπειδὴ	483	489	d	ἐπεί	5.348	13
καὶ	562	565	d	καί	5.348	14
ταῦτ	566	570	p	οὗτος	5.348	14
ἔδοξε	572	577	v	δοκέω	5.348	14
προσθεῖναι	578	588	v	προστίθημι	5.348	14
τά	590	592	p	ὁ	5.348	14
τ	593	594	p	τε	5.348	14
ἄλλα	596	600	p	ἄλλος	5.348	14
τὰ	601	603	l	ὁ	5.348	14
προηγούμενα	604	615	v	προηγέομαι	5.348	14
διῆλθον	688	695	v	διέρχομαι	5.348	15
ἑξῆς	697	701	d	ἑξῆς	5.348	15
τε	702	704	d	τε	5.348	15
προσθήσω	705	713	v	προστίθημι	5.348	15
τὸν	714	717	l	ὁ	5.348	15
περὶ	718	722	r	περί	5.348	15
τῆς	723	726	l	ὁ	5.348	15
Ἀθηνᾶς	727	733	n	Ἀθήνη	5.348	15
λόγον	734	739	n	λόγος	5.348	15
.	739	740	u	.	5.348	15
αἰσθόμενος	813	823	v	αἰσθάνομαι	5.348	16
γὰρ	824	827	d	γάρ	5.348	16
ὁ	828	829	l	ὁ	5.348	16
Χρύσιππος	830	839	n	Χρύσιππος	5.348	16
ἐναντιούμενον	840	853	v	ἐναντιόομαι	5.348	16
τοῖς	854	858	l	ὁ	5.348	16
ἑαυτοῦ	859	865	p	ἑαυτοῦ	5.348	16
δόγμασι	938	945	n	δόγμα	5.348	17
τὸν	946	949	l	ὁ	5.348	17
περὶ	950	954	n	περί	5.348	17
τῆς	955	958	l	ὁ	5.348	17
θεᾶς	959	963	n	θεά	5.348	17
μῦθον	964	969	n	μῦθος	5.348	17
ἀπὸ	970	973	n	ἀπό	5.348	17
τῆς	974	977	l	ὁ	5.348	17
τοῦ	978	981	l	ὁ	5.348	17
Διὸς	982	986	n	Ζεύς	5.348	17
κεφαλῆς	987	994	n	κεφαλή	5.348	17
ὑπειλημμένης	1067	1079	v	ὑπολαμβάνω	5.348	18
γεγενῆσθαι	1080	1090	v	γίγνομαι	5.348	18
τοιάδε	1092	1098	p	τοιόσδε	5.348	18
λέγει	1099	1104	v	λέγω	5.348	18
παραγράψω	1106	1115	v	παραγράφω	5.348	18
γὰρ	1116	1119	d	γάρ	5.348	18
ἅπασαν	1245	1251	a	ἅπας	5.349	1
τὴν	1252	1255	p	ὁ	5.349	1
