orth	charde	charad	cat	lem	pag	linea
Ἀρχιγένης	535	544	n	Ἀρχιγένης	8.602	11
δὲ	545	547	d	δέ	8.602	11
τούτου	549	555	a	οὗτος	8.602	11
γὰρ	556	559	d	γάρ	8.602	11
πρώτου	560	566	a	πρῶτος	8.602	11
δίκαιον	567	574	a	δίκαιος	8.602	11
μνημονεύειν	647	658	v	μνημονεύω	8.602	12
μετά	660	664	d	μετά	8.602	12
γε	665	667	d	γέ	8.602	12
τὸν	668	671	a	ὁ	8.602	12
Ἡρόφιλον	672	680	n	Ἡρόφιλος	8.602	12
ἐπιφωνήσαντας	681	694	v	ἐπιφωνέω	8.602	12
τὸν	767	770	l	ὁ	8.602	13
ὅμηρον	771	777	n	ὅμηρος	8.602	13
Οἶος	883	887	n	Οἶος	8.602	14
πέπνυται	888	896	v	πέπνυμαι	8.602	14
τοὶ	898	901	d	ὁ	8.602	14
δὲ	902	904	d	δέ	8.602	14
σκιαὶ	905	910	n	σκιά	8.602	14
ἀΐσσουσιν	911	920	v	ἀίσσω	8.602	14
οὐ	1016	1018	d	οὐ	8.602	15
μόνον	1019	1024	a	μόνος	8.602	15
ἐν	1025	1027	d	ἐν	8.602	15
τοῖς	1028	1032	p	ὁ	8.602	15
ὀνόμασιν	1033	1041	n	ὄνομα	8.602	15
ἔοικεν	1042	1048	v	ἔοικα	8.602	15
ἀλλὰ	1050	1054	d	ἀλλά	8.602	15
καὶ	1055	1058	d	καί	8.602	15
πολὺ	1059	1063	a	πολύς	8.602	15
πρότερον	1064	1072	a	πρότερος	8.602	15
ἐν	1145	1147	d	ἐν	8.602	16
τοῖς	1148	1152	p	ὁ	8.602	16
πράγμασιν	1153	1162	n	πρᾶγμα	8.602	16
αὐτοῖς	1163	1169	p	αὐτός	8.602	16
τεταράχθαι	1170	1180	v	ταράσσω	8.602	16
.	1180	1181	u	.	8.602	16
καὶ	1182	1185	d	καί	8.602	16
διὰ	1186	1189	r	διά	8.602	16
τοῦτο	1190	1195	a	οὗτος	8.602	16
παρὰ	1196	1200	r	παρά	8.602	16
πόδας	1273	1278	n	πούς	8.602	17
ἑαυτῷ	1279	1284	p	ἑαυτοῦ	8.602	17
τἀναντία	1285	1293	a	ἐναντίος	8.602	17
λέγων	1294	1299	v	λέγω	8.602	17
οὐκ	1300	1303	d	οὐ	8.602	17
αἰσθάνεται	1304	1314	v	αἰσθάνομαι	8.602	17
μάθοις	1316	1322	v	μανθός	8.602	17
δ	1323	1324	v	δέ	8.602	17
ἂν	1326	1328	d	ἄν1	8.602	17
ἐξ	1401	1403	d	ἐκ	8.602	18
αὐτῆς	1404	1409	p	αὐτός	8.602	18
τῆς	1410	1413	p	ὁ	8.602	18
λέξεως	1414	1420	n	λέξις	8.602	18
ἐχούσης	1422	1429	v	ἔχω	8.602	18
ᾧδε	1430	1433	d	ὅδε	8.602	18
εἰσὶ	1435	1439	v	εἰμί	8.602	18
δέ	1440	1442	d	δέ	8.602	18
τινες	1443	1448	p	τις	8.602	18
ἄλλοι	1449	1454	a	ἄλλος	8.602	18
σφυγμοὶ	1580	1587	a	σφυγμός	8.603	1
οὔτε	1588	1592	d	οὔτε	8.603	1
μέσοι	1593	1598	a	μέσος	8.603	1
οὔτε	1599	1603	d	οὔτε	8.603	1
μεγάλοι	1604	1611	a	μέγας	8.603	1
οὔτε	1612	1616	d	οὔτε	8.603	1
μικροὶ	1617	1623	a	μικρός	8.603	1
κατὰ	1624	1628	d	κατά	8.603	1
μέγεθος	1629	1636	n	μέγεθος	8.603	1
θεωρούμενοι	1707	1718	v	θεωρέω	8.603	2
ἢ	1720	1721	d	ἤ1	8.603	2
τάς	1722	1725	p	ὁ	8.603	2
γε	1726	1728	d	γέν	8.603	2
τοῦ	1729	1732	p	ὁ	8.603	2
μεγέθους	1733	1741	n	μέγεθος	8.603	2
διαστάσεις	1742	1752	n	διάστασις	8.603	2
.	1752	1753	u	.	8.603	2
εἶθ	1754	1757	c	εἶθι	8.603	2
ἑξῆς	1829	1833	d	ἑξῆς	8.603	3
φησιν	1834	1839	v	φημί	8.603	3
ἔστι	1841	1845	v	εἰμί	8.603	3
γὰρ	1846	1849	d	γάρ	8.603	3
σφυγμὸς	1850	1857	n	σφυγμός	8.603	3
κατὰ	1858	1862	d	κατά	8.603	3
μῆκος	1863	1868	n	μῆκος	8.603	3
τῆς	1869	1872	n	ὁ	8.603	3
ἀρτηρίας	1873	1881	n	ἀρτηρία	8.603	3
διϊσταμένης	1952	1963	v	διίστημι	8.603	4
ἐφ	1964	1966	v	ἐπί	8.603	4
ἱκανὸν	1968	1974	a	ἱκανός	8.603	4
στενουμένης	1976	1987	v	στενόω	8.603	4
δὲ	1988	1990	d	δέ	8.603	4
κατὰ	1991	1995	d	κατά	8.603	4
τὸ	1996	1998	d	ὁ	8.603	4
πλάτος	1999	2005	n	πλάτος	8.603	4
καὶ	2006	2009	c	καί	8.603	4
ταπεινότερον	2080	2092	a	ταπεινός	8.603	5
ἐγειρομένης	2093	2104	v	ἐγείρω	8.603	5
.	2104	2105	u	.	8.603	5
καλείσθω	2106	2114	v	καλέω	8.603	5
