orth	charde	charad	cat	lem	pag	linea
πᾶν	562	565	n	πᾶς	17b.24	13
τὸ	566	568	l	ὁ	17b.24	13
ἐκπυέον	569	576	v	ἐκπυέω	17b.24	13
ἀνυπόστροφον	577	589	a	ἀνυπόστροφος	17b.24	13
.	589	590	u	.	17b.24	13
ἑωυτὸς	591	597	p	ἑαυτοῦ	17b.24	13
γὰρ	598	601	d	γάρ	17b.24	13
πεπασμὸς	602	610	n	πεπασμός	17b.24	13
καὶ	611	614	d	καί	17b.24	13
κρίσις	689	695	n	κρίσις	17b.24	14
ἅμα	696	699	d	ἅμα	17b.24	14
καὶ	700	703	d	καί	17b.24	14
ἀποστασία	704	713	n	ἀποστασία	17b.24	14
.	713	714	u	.	17b.24	14
οὐκ	899	902	d	οὐ	17b.24	16
ἀσαφὴς	903	909	a	ἀσαφής	17b.24	16
ἡ	910	911	p	ὁ	17b.24	16
ῥῆσις	912	917	n	ῥῆσις	17b.24	16
τοῖς	918	922	l	ὁ	17b.24	16
μεμνημένοις	923	934	v	μιμνήσκω	17b.24	16
ὑπὲρ	935	939	r	ὑπέρ	17b.24	16
ὧν	940	942	p	ὅς	17b.24	16
ἤδη	943	946	d	ἤδη	17b.24	16
πολλάκις	1021	1029	d	πολλάκις	17b.24	17
εἴρηκε	1030	1036	v	ἐρῶ	17b.24	17
πεπασμόν	1037	1045	n	πεπασμός	17b.24	17
.	1045	1046	u	.	17b.24	17
ἐμνημόνευσε	1047	1058	v	μνημονεύω	17b.24	17
δὲ	1059	1061	d	δέ	17b.24	17
καὶ	1062	1065	d	καί	17b.24	17
νῦν	1066	1069	d	νῦν	17b.24	17
αὐτῶν	1070	1075	p	αὐτός	17b.24	17
ἕνεκα	1150	1155	d	ἕνεκα	17b.24	18
τῶν	1156	1159	l	ὁ	17b.24	18
προειρημένων	1160	1172	v	προερέω	17b.24	18
ὡς	1174	1176	d	ὡς	17b.24	18
ἔφην	1177	1181	v	φημί	17b.24	18
ἵνα	1183	1186	d	ἵνα	17b.24	18
ὁ	1187	1188	l	ὁ	17b.24	18
σύμπας	1189	1195	a	σύμπας	17b.24	18
λόγος	1196	1201	n	λόγος	17b.24	18
γένηται	1202	1209	v	γίγνομαι	17b.24	18
τοιοῦτος	1339	1347	a	τοιοῦτος	17b.25	1
καὶ	1349	1352	d	καί	17b.25	1
τοῖς	1353	1357	l	ὁ	17b.25	1
κορυζώδεσι	1358	1368	a	κορυζώδης	17b.25	1
καὶ	1369	1372	d	καί	17b.25	1
βραγχώδεσιν	1373	1384	a	βραγχώδης	17b.25	1
ἀπὸ	1385	1388	d	ἀπό	17b.25	1
τῶν	1461	1464	l	ὁ	17b.25	2
ἐκ	1465	1467	d	ἐκ	17b.25	2
τῆς	1468	1471	l	ὁ	17b.25	2
κεφαλῆς	1472	1479	n	κεφαλή	17b.25	2
κατάῤῥων	1480	1488	a	κατάρρην	17b.25	2
ὅταν	1490	1494	a	ὅταν	17b.25	2
ἐπιγενομένου	1495	1507	v	ἐπιγίγνομαι	17b.25	2
τοῦ	1508	1511	l	ὁ	17b.25	2
πυρετοῦ	1512	1519	a	πυρετός	17b.25	2
πεφθῇ	1592	1597	v	πέπτη	17b.25	3
τὸ	1599	1601	l	ὁ	17b.25	3
ψυχρὸν	1602	1608	a	ψυχρός	17b.25	3
ἅμα	1609	1612	d	ἅμα	17b.25	3
καὶ	1613	1616	d	καί	17b.25	3
ὑγρὸν	1617	1622	a	ὑγρός	17b.25	3
ῥεῦμα	1623	1628	n	ῥεῦμα	17b.25	3
καὶ	1629	1632	d	καί	17b.25	3
πεφθὲν	1633	1639	v	θείνω	17b.25	3
ἐκκριθῇ	1712	1719	v	ἐκκρίνω	17b.25	4
βεβαίαν	1721	1728	a	βέβαιος	17b.25	4
ἔλπιζε	1729	1735	v	ἐλπίζω	17b.25	4
τὴν	1736	1739	l	ὁ	17b.25	4
κρίσιν	1740	1746	n	κρίσις	17b.25	4
τοῦ	1747	1750	l	ὁ	17b.25	4
νοσήματος	1751	1760	n	νόσημα	17b.25	4
γεγονέναι	1761	1770	v	γίγνομαι	17b.25	4
καὶ	1843	1846	d	καί	17b.25	5
μηκέθ	1847	1852	d	μηκέτι	17b.25	5
ὑποτροπιάσαι	1854	1866	v	ὑποτροπιάζω	17b.25	5
τὸν	1867	1870	l	ὁ	17b.25	5
ἄνθρωπον	1871	1879	n	ἄνθρωπος	17b.25	5
.	1879	1880	u	.	17b.25	5
