orth	charde	charad	cat	lem	pag	linea
καταλιπόντες	539	551	v	καταλιμπάνω	4.520	1
οὖν	552	555	d	οὖν	4.520	1
ἤδη	556	559	d	ἤδη	4.520	1
τοὺς	560	564	n	ὁ	4.520	1
ἄχρι	565	569	d	ἄχρι	4.520	1
μὲν	570	573	d	μέν	4.520	1
ὀνόματος	644	652	n	ὄνομα	4.520	2
Ἀριστοτελικοὺς	653	667	a	Ἀριστοτελικός	4.520	2
ἔργῳ	669	673	n	ἔργον	4.520	2
δ	674	675	n	δέ	4.520	2
εἰς	677	680	r	εἰς	4.520	2
τοσοῦτο	681	688	a	τοσοῦτος	4.520	2
ἀπολειπομένους	689	703	v	ἀπολιμπάνω	4.520	2
ὡς	775	777	d	ὡς	4.520	3
μηδὲ	778	782	d	μηδέ	4.520	3
ἃ	783	784	p	ὅς	4.520	3
κατὰ	785	789	r	κατά	4.520	3
τὸ	790	792	l	ὁ	4.520	3
πρῶτον	793	799	a	πρῶτος	4.520	3
ἢ	800	801	d	ἤ1	4.520	3
τὸ	802	804	l	ὁ	4.520	3
δεύτερον	805	813	a	δεύτερος	4.520	3
ἔγραψε	814	820	v	γράφω	4.520	3
περὶ	821	825	r	περί	4.520	3
ζώων	896	900	v	ζώω	4.520	4
γενέσεως	901	909	n	γένεσις	4.520	4
ἐπίστασθαι	910	920	v	ἐπίσταμαι	4.520	4
πάλιν	922	927	d	πάλιν	4.520	4
ἐπ	928	930	r	ἐπί	4.520	4
αὐτὸν	932	937	a	αὐτός	4.520	4
ἀφικώμεθα	938	947	v	ἀφικνέομαι	4.520	4
τὸν	948	951	l	ὁ	4.520	4
Ἀριστοτέλη	1022	1032	n	Ἀριστοτέλης	4.520	5
διαλύεσθαι	1034	1044	v	διαλύω	4.520	5
καὶ	1045	1048	d	καί	4.520	5
πνευματοῦσθαι	1049	1062	v	πνευματόω	4.520	5
φάσκοντα	1063	1071	v	φάσκω	4.520	5
τὴν	1072	1075	l	ὁ	4.520	5
γονὴν	1146	1151	n	γονή	4.520	6
ἐν	1152	1154	r	ἐν	4.520	6
ταῖς	1155	1159	l	ὁ	4.520	6
μήτραις	1160	1167	n	μήτηρ	4.520	6
.	1167	1168	u	.	4.520	6
εἰ	1169	1171	c	εἰ	4.520	6
γὰρ	1172	1175	d	γάρ	4.520	6
οὕτως	1176	1181	d	οὕτως	4.520	6
αὐτὴν	1182	1187	a	αὐτός	4.520	6
ὑποληψόμεθά	1188	1199	v	ὑπολαμβάνω	4.520	6
που	1270	1273	d	πού	4.520	7
πνευματοῦσθαι	1274	1287	v	πνευματόω	4.520	7
καθάπερ	1289	1296	d	καθά	4.520	7
ἴσμεν	1297	1302	v	οἶδα	4.520	7
εἰς	1303	1306	v	εἰς	4.520	7
πνεῦμα	1307	1313	n	πνεῦμα	4.520	7
μεταβάλλον	1314	1324	v	μεταβάλλω	4.520	7
ὑγρὸν	1395	1400	a	ὑγρός	4.520	8
ἐπὶ	1401	1404	r	ἐπί	4.520	8
τοῦ	1405	1408	a	ὁ	4.520	8
γλεύκους	1409	1417	n	γλεῦκος	4.520	8
ἐξ	1419	1421	r	ἐκ	4.520	8
ἐλαχίστης	1422	1431	a	ἐλάχιστος	4.520	8
κατὰ	1432	1436	r	κατά	4.520	8
τὸν	1437	1440	a	ὁ	4.520	8
ὄγκον	1441	1446	n	ὄγκος	4.520	8
ὑγρᾶς	1447	1452	a	ὑγρός	4.520	8
οὐσίας	1523	1529	n	οὐσία	4.520	9
πλεῖστος	1530	1538	a	πλεῖστος	4.520	9
ἀέρος	1539	1544	n	ἀήρ	4.520	9
ὄγκος	1545	1550	n	ὄγκος	4.520	9
συστήσεται	1551	1561	v	συνίστημι	4.520	9
.	1561	1562	u	.	4.520	9
φαίνεται	1563	1571	v	φαίνω	4.520	9
δὲ	1572	1574	d	δέ	4.520	9
τοῦτο	1575	1580	p	οὗτος	4.520	9
καὶ	1653	1656	c	καί	4.520	10
ἐπὶ	1657	1660	d	ἐπί	4.520	10
τῶν	1661	1664	l	ὁ	4.520	10
ἀνέμων	1665	1671	n	ἄνεμος	4.520	10
ὅσοι	1673	1677	a	ὅσος	4.520	10
ποταμῶν	1678	1685	n	ποταμός	4.520	10
ἀποπνέουσιν	1686	1697	v	ἀποπνέω	4.520	10
ἢ	1699	1700	d	ἤ	4.520	10
λιμνῶν	1701	1707	n	λίμνη	4.520	10
ἢ	1781	1782	d	ἤ	4.520	11
τῆς	1783	1786	p	ὁ	4.520	11
θαλάττης	1787	1795	n	θάλασσα	4.520	11
οἷον	1797	1801	a	οἷος	4.520	11
οἵ	1802	1804	p	ὅς	4.520	11
τ	1805	1806	a	τε	4.520	11
ἐγκόλπιοι	1808	1817	a	ἐγκόλπιος	4.520	11
προσαγορευόμενοι	1818	1834	v	προσαγορεύω	4.520	11
καὶ	1835	1838	c	καί	4.520	11
οἱ	1911	1913	p	ὁ	4.520	12
πελάγιοι	1914	1922	a	πελάγιος	4.520	12
.	1922	1923	u	.	4.520	12
μέγιστοι	1924	1932	a	μέγας	4.520	12
γὰρ	1933	1936	d	γάρ	4.520	12
ἐνίοτε	1937	1943	d	ἐνίοτε	4.520	12
πνέουσιν	1944	1952	v	πνέω	4.520	12
ὡς	1954	1956	d	ὡς	4.520	12
ἂν	1957	1959	d	ἄν1	4.520	12
πλείστης	1960	1968	a	πλεῖστος	4.520	12
